"ID";"DataNascimento";"Sexo";"TempodeServiço";"EstadoCivil";"NumerodeFilhos";"TempodeResidencia";"Conta";"salario";"data_atual";"faixa_salario";"default";"default1";"QtdaParcelas";"Atraso";"ValorEmprestimo";"QtdaPagas";"comprometido_de_renda"
"452";"1953/08/13 00:00:00";"Masculino";"65";"1";"0";"17";"Particular";"2880,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Não";"700";"7";"0,2430555555555556"
"453";"1930/08/07 00:00:00";"Masculino";"65";"1";"0";"14";"Particular";"2445,0";"2021-11-14";"A";"Inadimplente";"1";"26";"Não";"910";"9";"0,3721881390593047"
"454";"1965/07/28 00:00:00";"Masculino";"65";"4";"0";"3";"Particular";"9062,5";"2021-11-14";"D";"Inadimplente";"1";"14";"Não";"490";"5";"0,0540689655172414"
"455";"1964/01/17 00:00:00";"Masculino";"65";"2";"3";"12";"Particular";"4365,0";"2021-11-14";"B";"Inadimplente";"1";"28";"Não";"980";"9";"0,2245131729667812"
"456";"1959/10/17 00:00:00";"Masculino";"65";"4";"3";"9";"Particular";"7500,0";"2021-11-14";"D";"Inadimplente";"1";"14";"Não";"490";"5";"0,0653333333333333"
"457";"1968/05/27 00:00:00";"Masculino";"65";"3";"0";"0";"Particular";"3165,0";"2021-11-14";"B";"Inadimplente";"1";"23";"Não";"805";"8";"0,2543443917851501"
"458";"1965/07/06 00:00:00";"Masculino";"65";"1";"0";"1";"Particular";"6187,5";"2021-11-14";"C";"Inadimplente";"1";"17";"Não";"595";"6";"0,0961616161616162"
"459";"1971/02/10 00:00:00";"Feminino";"65";"1";"0";"24";"empresa";"2175,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Não";"735";"7";"0,3379310344827586"
"460";"1969/08/12 00:00:00";"Feminino";"65";"1";"0";"8";"empresa";"2250,0";"2021-11-14";"A";"Inadimplente";"1";"27";"Não";"945";"9";"0,4200000000000000"
"461";"1943/11/08 00:00:00";"Feminino";"65";"2";"4";"8";"empresa";"2160,0";"2021-11-14";"A";"Inadimplente";"1";"27";"Não";"945";"9";"0,4375000000000000"
"462";"1963/10/18 00:00:00";"Feminino";"65";"1";"0";"9";"empresa";"3441,0";"2021-11-14";"B";"Inadimplente";"1";"24";"Não";"840";"8";"0,2441150828247602"
"463";"1934/10/15 00:00:00";"Feminino";"65";"2";"6";"3";"empresa";"2070,0";"2021-11-14";"A";"Inadimplente";"1";"24";"Não";"840";"8";"0,4057971014492754"
"464";"1962/03/20 00:00:00";"Masculino";"64";"1";"0";"17";"Particular";"4755,0";"2021-11-14";"B";"Inadimplente";"1";"21";"Não";"735";"7";"0,1545741324921136"
"465";"1962/07/20 00:00:00";"Masculino";"64";"2";"3";"0";"Particular";"3390,0";"2021-11-14";"B";"Inadimplente";"1";"32";"Não";"1120";"11";"0,3303834808259587"
"466";"1948/06/15 00:00:00";"Feminino";"64";"3";"0";"26";"empresa";"2340,0";"2021-11-14";"A";"Inadimplente";"1";"19";"Sim";"665";"6";"0,2841880341880342"
"467";"1967/08/18 00:00:00";"Feminino";"64";"3";"0";"15";"empresa";"3285,0";"2021-11-14";"B";"Inadimplente";"1";"25";"Não";"875";"8";"0,2663622526636225"
"468";"1965/11/28 00:00:00";"Feminino";"64";"1";"0";"19";"empresa";"5575,0";"2021-11-14";"C";"Inadimplente";"1";"16";"Não";"560";"5";"0,1004484304932735"
"469";"1964/06/01 00:00:00";"Feminino";"64";"1";"0";"9";"empresa";"2520,0";"2021-11-14";"A";"Inadimplente";"1";"25";"Não";"875";"8";"0,3472222222222222"
"470";"1964/01/22 00:00:00";"Masculino";"64";"2";"3";"2";"Particular";"2625,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Não";"700";"7";"0,2666666666666667"
"471";"1966/08/03 00:00:00";"Masculino";"64";"2";"0";"4";"Particular";"2640,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Sim";"735";"7";"0,2784090909090909"
"472";"1966/02/21 00:00:00";"Masculino";"63";"3";"0";"9";"Particular";"3915,0";"2021-11-14";"B";"Inadimplente";"1";"24";"Não";"840";"8";"0,2145593869731801"
"473";"1937/11/25 00:00:00";"Feminino";"63";"3";"0";"29";"empresa";"2145,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Não";"735";"7";"0,3426573426573427"
"474";"1968/11/05 00:00:00";"Feminino";"63";"2";"6";"12";"empresa";"2940,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Sim";"700";"7";"0,2380952380952381"
